Date,Time,Meal_Time,Student_ID,Item,Quantity,Actual_Item_Price,Price,Total_Amount,Payment_Mode,Weather,Rating,Taste,DayOfWeek
23-09-2025,12:20,Lunch,84,Bisibele Bath,3,25,25,75,UPI,Cloudy,4,Good,Tuesday
23-09-2025,09:33,Breakfast,26,Upma,1,40,40,40,UPI,Sunny,4.2,Very Good,Tuesday
23-09-2025,13:31,Lunch,52,Coffee,3,40,40,120,UPI,Sunny,3.9,Good,Tuesday
24-09-2025,16:22,Evening Snacks,67,Bhel Puri,3,90,90,270,UPI,Sunny,4.3,Very Good,Wednesday
24-09-2025,12:21,Lunch,30,Sandwich,3,90,90,270,UPI,Sunny,3.7,Good,Wednesday
24-09-2025,17:47,Evening Snacks,87,South Indian Thali,2,90,90,180,Card,Rainy,4.4,Very Good,Wednesday
24-09-2025,08:43,Breakfast,80,Chapati,2,15,15,30,UPI,Windy,4,Good,Wednesday
24-09-2025,15:53,Evening Snacks,81,Tea,1,30,30,30,Cash,Sunny,4.6,Excellent,Wednesday
24-09-2025,16:57,Evening Snacks,12,Coffee,3,30,30,90,Cash,Cloudy,5,Excellent,Wednesday
24-09-2025,18:24,Evening Snacks,87,Dosa,3,40,40,120,Cash,Cloudy,3.8,Good,Wednesday
24-09-2025,19:43,Evening Snacks,19,Dosa,1,40,40,40,UPI,Sunny,3.8,Good,Wednesday
24-09-2025,13:15,Lunch,100,Chapati,1,50,50,50,UPI,Sunny,3.9,Good,Wednesday
24-09-2025,15:48,Evening Snacks,82,Tea,3,15,15,45,UPI,Sunny,4.2,Very Good,Wednesday
24-09-2025,18:12,Evening Snacks,1,Idly,1,25,25,25,UPI,Sunny,4.5,Excellent,Wednesday
24-09-2025,13:11,Lunch,70,Sandwich,2,45,45,90,Cash,Sunny,3.7,Good,Wednesday
24-09-2025,19:07,Evening Snacks,76,Bisibele Bath,2,50,50,100,UPI,Cloudy,4.2,Very Good,Wednesday
24-09-2025,17:22,Evening Snacks,45,French Fries,2,50,50,100,UPI,Cloudy,3.9,Good,Wednesday
24-09-2025,17:08,Evening Snacks,3,Juice,1,30,30,30,UPI,Cloudy,4.2,Very Good,Wednesday
24-09-2025,12:40,Lunch,5,Chapati,1,30,30,30,UPI,Cloudy,4.6,Excellent,Wednesday
24-09-2025,18:09,Evening Snacks,57,Pani Puri,2,25,25,50,UPI,Cloudy,3.9,Good,Wednesday
24-09-2025,09:21,Breakfast,73,Idly,1,25,25,25,Cash,Windy,3.3,Average,Wednesday
24-09-2025,12:41,Lunch,76,Bisibele Bath,1,25,25,25,UPI,Sunny,4.3,Very Good,Wednesday
24-09-2025,17:45,Evening Snacks,68,Bisibele Bath,1,50,50,50,UPI,Sunny,3.7,Good,Wednesday
24-09-2025,16:26,Evening Snacks,11,Coffee,1,90,90,90,UPI,Rainy,3.9,Good,Wednesday
24-09-2025,16:57,Evening Snacks,37,Pani Puri,1,15,15,15,UPI,Sunny,4.3,Very Good,Wednesday
24-09-2025,15:31,Evening Snacks,38,Coffee,1,15,15,15,Card,Sunny,4.1,Good,Wednesday
24-09-2025,13:30,Lunch,79,Juice,1,45,45,45,UPI,Sunny,4,Good,Wednesday
24-09-2025,13:58,Lunch,32,Idly,3,15,15,45,Cash,Sunny,3.8,Good,Wednesday
24-09-2025,18:06,Evening Snacks,29,Samosa,1,15,15,15,UPI,Cloudy,2.8,Average,Wednesday
24-09-2025,18:44,Evening Snacks,22,Idly,3,25,25,75,UPI,Cloudy,4.3,Very Good,Wednesday
24-09-2025,13:15,Lunch,78,Coffee,1,35,35,35,Cash,Sunny,3.9,Good,Wednesday
24-09-2025,16:59,Evening Snacks,83,Coffee,3,15,15,45,Card,Rainy,4.6,Excellent,Wednesday
24-09-2025,19:29,Evening Snacks,14,Dosa,1,40,40,40,UPI,Cloudy,4.2,Very Good,Wednesday
24-09-2025,19:26,Evening Snacks,15,Dosa,1,40,40,40,UPI,Sunny,3.8,Good,Wednesday
24-09-2025,19:02,Evening Snacks,45,Bisibele Bath,3,50,50,150,UPI,Sunny,4.4,Very Good,Wednesday
24-09-2025,13:30,Lunch,61,Fried Rice,1,90,90,90,UPI,Windy,4.5,Excellent,Wednesday
24-09-2025,13:39,Lunch,6,Sandwich,1,25,25,25,UPI,Sunny,3.9,Good,Wednesday
24-09-2025,12:55,Lunch,19,Chapati,1,50,50,50,Cash,Windy,4.5,Excellent,Wednesday
24-09-2025,16:12,Evening Snacks,95,Pani Puri,1,50,50,50,UPI,Rainy,3.8,Good,Wednesday
24-09-2025,09:39,Breakfast,43,Tea,2,30,30,60,UPI,Sunny,4.1,Good,Wednesday
24-09-2025,19:15,Evening Snacks,44,Dosa,3,40,40,120,Cash,Cloudy,4.2,Very Good,Wednesday
24-09-2025,19:00,Evening Snacks,11,Fried Rice,2,70,70,140,UPI,Rainy,4.3,Very Good,Wednesday
24-09-2025,17:00,Evening Snacks,71,Juice,1,30,30,30,UPI,Rainy,4.2,Very Good,Wednesday
24-09-2025,13:29,Lunch,11,Juice,1,45,45,45,UPI,Sunny,3.9,Good,Wednesday
24-09-2025,13:09,Lunch,38,Bisibele Bath,1,50,50,50,UPI,Sunny,4.4,Very Good,Wednesday
24-09-2025,12:52,Lunch,5,Coffee,1,12,12,12,UPI,Sunny,4,Good,Wednesday
24-09-2025,12:58,Lunch,27,North Indian Thali,2,40,40,80,Cash,Sunny,3.8,Good,Wednesday
24-09-2025,08:38,Breakfast,54,Upma,2,25,25,50,UPI,Cloudy,3.8,Good,Wednesday
24-09-2025,19:52,Evening Snacks,4,Sandwich,3,45,45,135,UPI,Cloudy,4.8,Excellent,Wednesday
24-09-2025,16:55,Evening Snacks,73,Juice,1,30,30,30,UPI,Sunny,3.7,Good,Wednesday
24-09-2025,13:14,Lunch,83,Ice Cream,2,40,40,80,Cash,Sunny,4.5,Excellent,Wednesday
24-09-2025,18:52,Evening Snacks,25,Idly,1,25,25,25,UPI,Cloudy,3.5,Average,Wednesday
24-09-2025,13:47,Lunch,69,Idly,1,25,25,25,UPI,Sunny,4.2,Very Good,Wednesday
24-09-2025,17:41,Evening Snacks,36,French Fries,3,50,50,150,UPI,Rainy,4.1,Good,Wednesday
24-09-2025,12:23,Lunch,26,Fried Rice,1,45,45,45,UPI,Sunny,4.6,Excellent,Wednesday
24-09-2025,12:19,Lunch,18,Ice Cream,1,50,50,50,UPI,Sunny,3.7,Good,Wednesday
24-09-2025,12:51,Lunch,27,Idly,1,15,15,15,UPI,Sunny,3.6,Average,Wednesday
24-09-2025,12:28,Lunch,57,Juice,1,30,30,30,UPI,Sunny,4,Good,Wednesday
24-09-2025,17:31,Evening Snacks,2,Sandwich,1,45,45,45,UPI,Cloudy,4.7,Excellent,Wednesday
24-09-2025,17:36,Evening Snacks,97,Samosa,1,15,15,15,UPI,Sunny,3.6,Average,Wednesday
24-09-2025,13:35,Lunch,27,Chapati,1,40,40,40,UPI,Sunny,3,Average,Wednesday
24-09-2025,09:55,Breakfast,72,Poori,2,40,40,80,Card,Rainy,4,Good,Wednesday
24-09-2025,13:02,Lunch,35,Tea,1,30,30,30,Cash,Sunny,4.4,Very Good,Wednesday
24-09-2025,17:33,Evening Snacks,59,Dosa,1,40,40,40,UPI,Rainy,3.6,Average,Wednesday
24-09-2025,19:28,Evening Snacks,21,Idly,1,25,25,25,Cash,Rainy,4.3,Very Good,Wednesday
24-09-2025,18:14,Evening Snacks,57,Juice,1,30,30,30,Cash,Rainy,3.6,Average,Wednesday
24-09-2025,13:46,Lunch,60,Juice,1,25,25,25,Cash,Sunny,3.9,Good,Wednesday
24-09-2025,17:26,Evening Snacks,42,Pani Puri,2,25,25,50,UPI,Sunny,4.3,Very Good,Wednesday
24-09-2025,13:19,Lunch,34,North Indian Thali,1,50,50,50,UPI,Windy,3.5,Average,Wednesday
24-09-2025,13:21,Lunch,20,Veg Biryani,2,30,30,60,Cash,Sunny,4.1,Good,Wednesday
24-09-2025,15:18,Evening Snacks,24,Pani Puri,1,35,35,35,UPI,Sunny,4.5,Excellent,Wednesday
24-09-2025,12:05,Lunch,50,South Indian Thali,1,12,12,12,UPI,Windy,4.2,Very Good,Wednesday
24-09-2025,18:12,Evening Snacks,32,Bhel Puri,1,40,40,40,UPI,Cloudy,3.7,Good,Wednesday
24-09-2025,12:24,Lunch,24,Ice Cream,2,15,15,30,UPI,Sunny,4.6,Excellent,Wednesday
24-09-2025,12:11,Lunch,66,Tea,2,40,40,80,UPI,Sunny,4.3,Very Good,Wednesday
24-09-2025,12:44,Lunch,7,Tea,3,70,70,210,Cash,Cloudy,3.3,Average,Wednesday
24-09-2025,17:18,Evening Snacks,38,Juice,2,30,30,60,Cash,Sunny,4.3,Very Good,Wednesday
24-09-2025,09:20,Breakfast,14,Bisibele Bath,1,15,15,15,UPI,Cloudy,3.8,Good,Wednesday
24-09-2025,19:38,Evening Snacks,77,Bhel Puri,1,30,30,30,UPI,Cloudy,4.1,Good,Wednesday
24-09-2025,17:28,Evening Snacks,19,Dosa,1,40,40,40,UPI,Sunny,4.4,Very Good,Wednesday
24-09-2025,18:05,Evening Snacks,24,Upma,2,30,30,60,UPI,Rainy,3.8,Good,Wednesday
24-09-2025,09:49,Breakfast,49,Coffee,1,40,40,40,UPI,Sunny,3.3,Average,Wednesday
24-09-2025,12:41,Lunch,83,Chapati,3,50,50,150,UPI,Cloudy,4.6,Excellent,Wednesday
25-09-2025,17:49,Evening Snacks,89,Sandwich,1,45,45,45,UPI,Rainy,4.5,Excellent,Thursday
25-09-2025,17:51,Evening Snacks,3,Bisibele Bath,2,50,50,100,UPI,Cloudy,4,Good,Thursday
25-09-2025,16:06,Evening Snacks,43,Sandwich,3,35,35,105,UPI,Sunny,4.3,Very Good,Thursday
25-09-2025,12:02,Lunch,79,Dosa,1,40,40,40,Cash,Windy,3.9,Good,Thursday
25-09-2025,13:04,Lunch,99,Dosa,3,50,50,150,UPI,Cloudy,4,Good,Thursday
25-09-2025,13:27,Lunch,90,Veg Biryani,3,90,90,270,UPI,Sunny,3.9,Good,Thursday
25-09-2025,13:21,Lunch,95,Chapati,3,30,30,90,UPI,Cloudy,3.9,Good,Thursday
25-09-2025,12:34,Lunch,61,Dosa,2,90,90,180,UPI,Sunny,4.1,Good,Thursday
25-09-2025,17:40,Evening Snacks,54,Samosa,1,15,15,15,UPI,Sunny,3.5,Average,Thursday
25-09-2025,18:29,Evening Snacks,18,Dosa,3,40,40,120,UPI,Rainy,3.9,Good,Thursday
25-09-2025,16:13,Evening Snacks,15,Tea,1,40,40,40,UPI,Rainy,4.1,Good,Thursday
25-09-2025,13:50,Lunch,20,Dosa,1,90,90,90,UPI,Windy,4.7,Excellent,Thursday
25-09-2025,13:36,Lunch,30,Chapati,2,30,30,60,UPI,Cloudy,3.5,Average,Thursday
25-09-2025,13:25,Lunch,23,Fried Rice,2,50,50,100,UPI,Cloudy,4.2,Very Good,Thursday
25-09-2025,19:50,Evening Snacks,10,Idly,2,25,25,50,UPI,Rainy,4.3,Very Good,Thursday
25-09-2025,16:19,Evening Snacks,44,Sandwich,3,25,25,75,UPI,Rainy,3.2,Average,Thursday
25-09-2025,13:32,Lunch,98,Dosa,3,30,30,90,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,09:13,Breakfast,91,Chapati,1,30,30,30,UPI,Rainy,4.4,Very Good,Thursday
25-09-2025,09:22,Breakfast,13,Poori,1,40,40,40,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,18:35,Evening Snacks,92,Chapati,1,35,35,35,UPI,Cloudy,4,Good,Thursday
25-09-2025,16:51,Evening Snacks,64,French Fries,3,70,70,210,UPI,Cloudy,4.1,Good,Thursday
25-09-2025,12:01,Lunch,68,Juice,1,45,45,45,UPI,Sunny,4.1,Good,Thursday
25-09-2025,13:08,Lunch,97,Dosa,1,45,45,45,UPI,Sunny,3.3,Average,Thursday
25-09-2025,19:52,Evening Snacks,23,Idly,2,25,25,50,UPI,Rainy,4.1,Good,Thursday
25-09-2025,19:07,Evening Snacks,32,Ice Cream,2,25,25,50,UPI,Sunny,3.9,Good,Thursday
25-09-2025,16:39,Evening Snacks,52,Pani Puri,1,25,25,25,Card,Cloudy,3.7,Good,Thursday
25-09-2025,13:35,Lunch,28,Idly,1,15,15,15,UPI,Sunny,5,Excellent,Thursday
25-09-2025,15:14,Evening Snacks,19,Coffee,2,40,40,80,UPI,Sunny,4.5,Excellent,Thursday
25-09-2025,08:23,Breakfast,6,Idly,1,50,50,50,UPI,Cloudy,3.5,Average,Thursday
25-09-2025,12:32,Lunch,37,Fried Rice,1,30,30,30,Cash,Sunny,4.1,Good,Thursday
25-09-2025,16:05,Evening Snacks,58,French Fries,3,25,25,75,UPI,Rainy,4.6,Excellent,Thursday
25-09-2025,18:44,Evening Snacks,13,Samosa,3,15,15,45,Cash,Cloudy,3.4,Average,Thursday
25-09-2025,13:29,Lunch,3,Sandwich,3,40,40,120,UPI,Sunny,4,Good,Thursday
25-09-2025,12:55,Lunch,91,Juice,1,90,90,90,UPI,Sunny,4,Good,Thursday
25-09-2025,08:44,Breakfast,44,Dosa,2,45,45,90,UPI,Cloudy,3.5,Average,Thursday
25-09-2025,15:24,Evening Snacks,81,Coffee,1,40,40,40,UPI,Windy,4.2,Very Good,Thursday
25-09-2025,12:22,Lunch,31,Tea,3,30,30,90,UPI,Sunny,4.4,Very Good,Thursday
25-09-2025,18:30,Evening Snacks,22,Tea,3,12,12,36,Cash,Rainy,4.6,Excellent,Thursday
25-09-2025,19:36,Evening Snacks,69,Idly,2,25,25,50,Cash,Rainy,3.9,Good,Thursday
25-09-2025,13:45,Lunch,30,Coffee,1,45,45,45,UPI,Sunny,5,Excellent,Thursday
25-09-2025,17:52,Evening Snacks,28,Bhel Puri,1,30,30,30,UPI,Cloudy,3.2,Average,Thursday
25-09-2025,13:35,Lunch,81,Sandwich,2,35,35,70,UPI,Sunny,4.1,Good,Thursday
25-09-2025,18:43,Evening Snacks,32,Poori,1,45,45,45,UPI,Rainy,3.4,Average,Thursday
25-09-2025,16:39,Evening Snacks,25,Bhel Puri,1,25,25,25,UPI,Rainy,4,Good,Thursday
25-09-2025,16:41,Evening Snacks,92,French Fries,1,30,30,30,UPI,Rainy,3.8,Good,Thursday
25-09-2025,13:26,Lunch,45,Dosa,1,30,30,30,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,16:16,Evening Snacks,91,Coffee,1,80,80,80,Card,Rainy,3.9,Good,Thursday
25-09-2025,19:59,Evening Snacks,64,South Indian Thali,2,90,90,180,UPI,Rainy,3.7,Good,Thursday
25-09-2025,08:05,Breakfast,75,Idly,1,45,45,45,UPI,Cloudy,3.7,Good,Thursday
25-09-2025,09:55,Breakfast,32,Coffee,1,80,80,80,Card,Rainy,4.8,Excellent,Thursday
25-09-2025,08:16,Breakfast,15,Tea,2,15,15,30,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,19:57,Evening Snacks,54,Bisibele Bath,3,50,50,150,UPI,Rainy,3.3,Average,Thursday
25-09-2025,19:44,Evening Snacks,45,Fried Rice,1,70,70,70,Cash,Rainy,4.2,Very Good,Thursday
25-09-2025,16:34,Evening Snacks,90,Sandwich,1,15,15,15,UPI,Rainy,3.9,Good,Thursday
25-09-2025,13:29,Lunch,98,Bisibele Bath,2,45,45,90,UPI,Windy,4,Good,Thursday
25-09-2025,15:45,Evening Snacks,42,Sandwich,1,50,50,50,UPI,Sunny,4.3,Very Good,Thursday
25-09-2025,13:18,Lunch,44,South Indian Thali,1,15,15,15,UPI,Sunny,4.5,Excellent,Thursday
25-09-2025,12:34,Lunch,98,South Indian Thali,1,90,90,90,UPI,Cloudy,3.7,Good,Thursday
25-09-2025,17:34,Evening Snacks,19,South Indian Thali,2,90,90,180,Card,Rainy,4,Good,Thursday
25-09-2025,15:54,Evening Snacks,9,Juice,2,15,15,30,Card,Sunny,3.8,Good,Thursday
25-09-2025,13:19,Lunch,1,Veg Biryani,3,90,90,270,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,18:57,Evening Snacks,33,Bhel Puri,2,30,30,60,UPI,Cloudy,3.9,Good,Thursday
25-09-2025,13:19,Lunch,36,Idly,2,15,15,30,UPI,Windy,4,Good,Thursday
25-09-2025,17:49,Evening Snacks,32,Dosa,2,40,40,80,UPI,Cloudy,3.9,Good,Thursday
25-09-2025,19:12,Evening Snacks,69,Juice,3,30,30,90,UPI,Sunny,4,Good,Thursday
25-09-2025,08:48,Breakfast,4,Coffee,2,45,45,90,UPI,Sunny,4.7,Excellent,Thursday
25-09-2025,12:01,Lunch,51,South Indian Thali,3,15,15,45,UPI,Windy,5,Excellent,Thursday
25-09-2025,12:21,Lunch,21,Ice Cream,3,50,50,150,UPI,Sunny,4.2,Very Good,Thursday
25-09-2025,12:58,Lunch,71,Ice Cream,2,45,45,90,UPI,Sunny,4,Good,Thursday
25-09-2025,17:04,Evening Snacks,46,Upma,1,30,30,30,UPI,Rainy,3.4,Average,Thursday
25-09-2025,08:28,Breakfast,74,Dosa,2,70,70,140,UPI,Cloudy,3.7,Good,Thursday
25-09-2025,13:25,Lunch,40,Dosa,2,25,25,50,Cash,Windy,3.9,Good,Thursday
25-09-2025,19:21,Evening Snacks,34,Pani Puri,2,25,25,50,Card,Rainy,3.7,Good,Thursday
25-09-2025,19:21,Evening Snacks,2,South Indian Thali,1,90,90,90,UPI,Sunny,3.8,Good,Thursday
25-09-2025,18:54,Evening Snacks,1,Ice Cream,1,40,40,40,UPI,Sunny,4.6,Excellent,Thursday
25-09-2025,08:44,Breakfast,14,Poori,2,45,45,90,UPI,Cloudy,4,Good,Thursday
25-09-2025,19:32,Evening Snacks,46,Pani Puri,1,25,25,25,UPI,Sunny,4,Good,Thursday
25-09-2025,13:11,Lunch,57,Coffee,1,45,45,45,UPI,Sunny,3.7,Good,Thursday
25-09-2025,16:54,Evening Snacks,7,French Fries,3,90,90,270,UPI,Cloudy,4.5,Excellent,Thursday
25-09-2025,17:04,Evening Snacks,54,Veg Biryani,1,80,80,80,Cash,Rainy,3.9,Good,Thursday
26-09-2025,17:07,Evening Snacks,55,Pani Puri,1,25,25,25,UPI,Rainy,3.8,Good,Friday
26-09-2025,17:31,Evening Snacks,39,Upma,1,30,30,30,UPI,Rainy,3.4,Average,Friday
26-09-2025,13:16,Lunch,86,Veg Biryani,1,45,45,45,UPI,Sunny,4,Good,Friday
26-09-2025,19:23,Evening Snacks,22,French Fries,1,50,50,50,UPI,Cloudy,3.8,Good,Friday
26-09-2025,18:36,Evening Snacks,15,Sandwich,1,45,45,45,UPI,Rainy,4.7,Excellent,Friday
26-09-2025,19:36,Evening Snacks,41,Juice,1,30,30,30,UPI,Cloudy,4.7,Excellent,Friday
26-09-2025,17:47,Evening Snacks,43,Dosa,1,40,40,40,UPI,Rainy,3.5,Average,Friday
26-09-2025,13:21,Lunch,4,Coffee,2,25,25,50,UPI,Cloudy,3.6,Average,Friday
26-09-2025,16:01,Evening Snacks,88,Juice,1,50,50,50,UPI,Cloudy,3.9,Good,Friday
26-09-2025,12:28,Lunch,13,Chapati,1,90,90,90,UPI,Sunny,3.7,Good,Friday
26-09-2025,15:40,Evening Snacks,18,Coffee,1,90,90,90,UPI,Sunny,4.1,Good,Friday
26-09-2025,12:44,Lunch,8,Ice Cream,1,40,40,40,UPI,Sunny,3.9,Good,Friday
26-09-2025,18:40,Evening Snacks,9,Pani Puri,1,25,25,25,Cash,Rainy,4.1,Good,Friday
26-09-2025,18:00,Evening Snacks,64,Pani Puri,2,25,25,50,UPI,Rainy,4.4,Very Good,Friday
26-09-2025,12:34,Lunch,80,Sandwich,3,25,25,75,UPI,Sunny,3.6,Average,Friday
26-09-2025,16:31,Evening Snacks,24,Coffee,1,70,70,70,UPI,Sunny,4.4,Very Good,Friday
26-09-2025,17:43,Evening Snacks,13,Ice Cream,2,40,40,80,UPI,Sunny,3.7,Good,Friday
26-09-2025,13:04,Lunch,11,Idly,3,90,90,270,UPI,Sunny,4.9,Excellent,Friday
26-09-2025,08:43,Breakfast,47,Idly,1,80,80,80,UPI,Cloudy,4.6,Excellent,Friday
26-09-2025,15:33,Evening Snacks,61,Ice Cream,1,90,90,90,UPI,Sunny,4,Good,Friday
26-09-2025,19:43,Evening Snacks,39,Bisibele Bath,1,50,50,50,UPI,Rainy,3.6,Average,Friday
26-09-2025,18:15,Evening Snacks,16,French Fries,2,50,50,100,UPI,Rainy,3.5,Average,Friday
26-09-2025,16:29,Evening Snacks,78,Juice,1,30,30,30,UPI,Sunny,4.3,Very Good,Friday
26-09-2025,08:29,Breakfast,29,Idly,1,35,35,35,UPI,Sunny,4,Good,Friday
26-09-2025,12:27,Lunch,89,Sandwich,3,25,25,75,UPI,Sunny,4.4,Very Good,Friday
26-09-2025,13:22,Lunch,55,Sandwich,1,40,40,40,UPI,Sunny,4.9,Excellent,Friday
26-09-2025,16:04,Evening Snacks,9,Bhel Puri,3,50,50,150,UPI,Rainy,3.7,Good,Friday
26-09-2025,19:02,Evening Snacks,72,Juice,1,30,30,30,UPI,Sunny,3.5,Average,Friday
26-09-2025,13:27,Lunch,57,Fried Rice,1,50,50,50,Cash,Sunny,4.1,Good,Friday
26-09-2025,12:41,Lunch,94,Dosa,1,25,25,25,UPI,Windy,4.5,Excellent,Friday
26-09-2025,16:43,Evening Snacks,14,Sandwich,3,40,40,120,UPI,Rainy,3.6,Average,Friday
26-09-2025,13:01,Lunch,64,Sandwich,2,50,50,100,UPI,Sunny,4,Good,Friday
26-09-2025,18:53,Evening Snacks,51,Tea,3,12,12,36,UPI,Cloudy,4.5,Excellent,Friday
26-09-2025,18:19,Evening Snacks,18,Upma,2,30,30,60,UPI,Rainy,3.3,Average,Friday
26-09-2025,15:32,Evening Snacks,34,French Fries,2,25,25,50,UPI,Sunny,4.1,Good,Friday
26-09-2025,09:15,Breakfast,89,Coffee,1,15,15,15,UPI,Windy,3.8,Good,Friday
26-09-2025,13:08,Lunch,30,Bisibele Bath,2,70,70,140,UPI,Sunny,4,Good,Friday
26-09-2025,09:55,Breakfast,21,Upma,1,50,50,50,UPI,Cloudy,4.3,Very Good,Friday
26-09-2025,19:18,Evening Snacks,37,Pani Puri,1,25,25,25,UPI,Cloudy,4.1,Good,Friday
26-09-2025,15:49,Evening Snacks,100,Juice,1,45,45,45,UPI,Sunny,3.6,Average,Friday
26-09-2025,13:36,Lunch,75,Idly,2,25,25,50,UPI,Windy,3.8,Good,Friday
26-09-2025,13:11,Lunch,43,Dosa,2,50,50,100,Cash,Sunny,4.6,Excellent,Friday
26-09-2025,18:29,Evening Snacks,76,Tea,1,12,12,12,UPI,Rainy,4.1,Good,Friday
26-09-2025,12:09,Lunch,94,Ice Cream,2,45,45,90,UPI,Sunny,4.3,Very Good,Friday
26-09-2025,16:54,Evening Snacks,68,French Fries,1,50,50,50,UPI,Rainy,4.1,Good,Friday
26-09-2025,13:17,Lunch,60,Fried Rice,1,90,90,90,UPI,Windy,4.3,Very Good,Friday
26-09-2025,19:28,Evening Snacks,43,Bhel Puri,1,40,40,40,UPI,Cloudy,3.8,Good,Friday
26-09-2025,17:52,Evening Snacks,67,South Indian Thali,1,90,90,90,UPI,Cloudy,3.7,Good,Friday
26-09-2025,17:26,Evening Snacks,82,Dosa,1,40,40,40,UPI,Rainy,4.3,Very Good,Friday
26-09-2025,13:04,Lunch,15,Bisibele Bath,3,45,45,135,Card,Sunny,4.5,Excellent,Friday
26-09-2025,08:31,Breakfast,69,Chapati,2,15,15,30,UPI,Windy,3.6,Average,Friday
26-09-2025,13:57,Lunch,95,Chapati,1,15,15,15,UPI,Sunny,3.8,Good,Friday
26-09-2025,16:50,Evening Snacks,60,Pani Puri,2,50,50,100,UPI,Rainy,3.9,Good,Friday
26-09-2025,08:40,Breakfast,55,Tea,2,15,15,30,UPI,Rainy,4.6,Excellent,Friday
26-09-2025,13:45,Lunch,96,Veg Biryani,1,50,50,50,UPI,Windy,4.2,Very Good,Friday
26-09-2025,15:02,Evening Snacks,99,Pani Puri,1,30,30,30,Cash,Windy,3.5,Average,Friday
26-09-2025,12:16,Lunch,16,North Indian Thali,1,45,45,45,UPI,Cloudy,4,Good,Friday
26-09-2025,13:14,Lunch,17,Bisibele Bath,3,25,25,75,UPI,Sunny,3.9,Good,Friday
26-09-2025,18:18,Evening Snacks,45,Pani Puri,1,25,25,25,UPI,Rainy,3.5,Average,Friday
26-09-2025,12:54,Lunch,42,Fried Rice,3,15,15,45,UPI,Sunny,4,Good,Friday
27-09-2025,19:08,Evening Snacks,8,Idly,1,25,25,25,UPI,Rainy,3.9,Good,Saturday
27-09-2025,13:31,Lunch,44,Bisibele Bath,1,30,30,30,Cash,Sunny,3.9,Good,Saturday
27-09-2025,19:15,Evening Snacks,18,Upma,2,30,30,60,UPI,Sunny,3.8,Good,Saturday
27-09-2025,09:28,Breakfast,52,Coffee,2,35,35,70,UPI,Rainy,4.6,Excellent,Saturday
27-09-2025,12:45,Lunch,91,Tea,3,50,50,150,UPI,Sunny,3.9,Good,Saturday
27-09-2025,16:09,Evening Snacks,12,Sandwich,2,15,15,30,UPI,Sunny,4,Good,Saturday
27-09-2025,15:37,Evening Snacks,84,Tea,1,25,25,25,UPI,Sunny,4,Good,Saturday
27-09-2025,18:36,Evening Snacks,24,Samosa,3,15,15,45,UPI,Rainy,3.8,Good,Saturday
27-09-2025,13:52,Lunch,32,Chapati,1,40,40,40,UPI,Sunny,4,Good,Saturday
27-09-2025,19:37,Evening Snacks,31,Pani Puri,3,25,25,75,UPI,Rainy,4,Good,Saturday
27-09-2025,15:58,Evening Snacks,77,Ice Cream,3,30,30,90,UPI,Sunny,4,Good,Saturday
27-09-2025,19:46,Evening Snacks,32,South Indian Thali,1,90,90,90,UPI,Cloudy,3.7,Good,Saturday
27-09-2025,12:10,Lunch,9,Ice Cream,1,50,50,50,Cash,Sunny,3.9,Good,Saturday
27-09-2025,17:19,Evening Snacks,90,Sandwich,3,40,40,120,UPI,Rainy,4.3,Very Good,Saturday
27-09-2025,18:22,Evening Snacks,53,Bisibele Bath,1,50,50,50,UPI,Rainy,3.9,Good,Saturday
27-09-2025,08:47,Breakfast,70,Dosa,2,25,25,50,UPI,Sunny,4.1,Good,Saturday
27-09-2025,12:27,Lunch,54,Idly,2,30,30,60,UPI,Sunny,4.1,Good,Saturday
27-09-2025,13:59,Lunch,34,Coffee,1,35,35,35,Cash,Windy,4.2,Very Good,Saturday
27-09-2025,12:34,Lunch,30,Tea,3,40,40,120,UPI,Sunny,4.2,Very Good,Saturday
27-09-2025,12:27,Lunch,6,Bisibele Bath,3,15,15,45,UPI,Sunny,3.9,Good,Saturday
27-09-2025,15:33,Evening Snacks,81,Bhel Puri,3,45,45,135,Cash,Cloudy,3.6,Average,Saturday
27-09-2025,19:25,Evening Snacks,98,Dosa,3,40,40,120,UPI,Rainy,3.5,Average,Saturday
27-09-2025,19:10,Evening Snacks,97,Sandwich,1,45,45,45,UPI,Sunny,4.4,Very Good,Saturday
27-09-2025,13:30,Lunch,69,Fried Rice,1,50,50,50,Card,Sunny,4.3,Very Good,Saturday
27-09-2025,17:34,Evening Snacks,26,Dosa,1,40,40,40,UPI,Sunny,4.3,Very Good,Saturday
27-09-2025,15:54,Evening Snacks,16,Tea,3,70,70,210,UPI,Windy,4.3,Very Good,Saturday
27-09-2025,18:09,Evening Snacks,76,Upma,1,30,30,30,UPI,Rainy,3.9,Good,Saturday
27-09-2025,17:16,Evening Snacks,57,Ice Cream,2,30,30,60,Cash,Sunny,3.8,Good,Saturday
27-09-2025,19:11,Evening Snacks,52,Sandwich,1,45,45,45,UPI,Rainy,3.6,Average,Saturday
27-09-2025,18:55,Evening Snacks,30,French Fries,1,50,50,50,Cash,Rainy,3.6,Average,Saturday
