"transaction_id","date","customer_type","weather","item_name","category","unit_cost","price","day_of_week","quantity","total_amount"
4369,2024-04-23,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",3,180
6196,2024-04-23,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
6775,2024-04-23,"Staff","Sunny","Pasta","Main Course",90,150,"Tuesday",1,150
6921,2024-04-23,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",2,120
7023,2024-04-23,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",4,240
7587,2024-04-23,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",4,240
8636,2024-04-23,"Student","Sunny","Tea","Beverages",8,20,"Tuesday",3,60
8805,2024-04-23,"Staff","Sunny","Coffee","Beverages",15,40,"Tuesday",2,80
9250,2024-04-23,"Student","Sunny","Tea","Beverages",8,20,"Tuesday",1,20
9265,2024-04-23,"Student","Cloudy","Pasta","Main Course",90,150,"Tuesday",1,150
194,2024-04-24,"Staff","Sunny","Tea","Beverages",8,20,"Wednesday",3,60
317,2024-04-24,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",3,180
338,2024-04-24,"Student","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
470,2024-04-24,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
472,2024-04-24,"Staff","Sunny","Tea","Beverages",8,20,"Wednesday",3,60
479,2024-04-24,"Student","Rainy","Pasta","Main Course",90,150,"Wednesday",1,150
917,2024-04-24,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
928,2024-04-24,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",2,40
953,2024-04-24,"Staff","Cloudy","Veg Thali","Main Course",50,80,"Wednesday",1,80
1389,2024-04-24,"Student","Cloudy","Sandwich","Snacks",30,60,"Wednesday",4,240
1405,2024-04-24,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
1504,2024-04-24,"Student","Cloudy","Coffee","Beverages",15,40,"Wednesday",1,40
1876,2024-04-24,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",3,60
2616,2024-04-24,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
2852,2024-04-24,"Student","Rainy","Tea","Beverages",8,20,"Wednesday",2,40
3348,2024-04-24,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",2,40
3718,2024-04-24,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
3901,2024-04-24,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
3961,2024-04-24,"Visitor","Cloudy","Sandwich","Snacks",30,60,"Wednesday",1,60
4384,2024-04-24,"Student","Sunny","Coffee","Beverages",15,40,"Wednesday",1,40
4647,2024-04-24,"Student","Cloudy","Tea","Beverages",8,20,"Wednesday",3,60
5088,2024-04-24,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
5699,2024-04-24,"Visitor","Cloudy","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
6588,2024-04-24,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
7515,2024-04-24,"Student","Rainy","Sandwich","Snacks",30,60,"Wednesday",2,120
7808,2024-04-24,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
8026,2024-04-24,"Student","Cloudy","Sandwich","Snacks",30,60,"Wednesday",4,240
8080,2024-04-24,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
8768,2024-04-24,"Visitor","Rainy","Sandwich","Snacks",30,60,"Wednesday",1,60
9278,2024-04-24,"Staff","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
9644,2024-04-24,"Staff","Rainy","Sandwich","Snacks",30,60,"Wednesday",1,60
9736,2024-04-24,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
59,2024-04-25,"Student","Sunny","Veg Thali","Main Course",50,80,"Thursday",1,80
588,2024-04-25,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",2,80
1009,2024-04-25,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Thursday",1,120
1319,2024-04-25,"Student","Rainy","Veg Thali","Main Course",50,80,"Thursday",1,80
1921,2024-04-25,"Visitor","Cloudy","Tea","Beverages",8,20,"Thursday",1,20
2085,2024-04-25,"Student","Sunny","Tea","Beverages",8,20,"Thursday",3,60
2288,2024-04-25,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",3,60
2804,2024-04-25,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",3,60
2926,2024-04-25,"Student","Sunny","Veg Thali","Main Course",50,80,"Thursday",1,80
3152,2024-04-25,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Thursday",1,50
3351,2024-04-25,"Staff","Sunny","Veg Thali","Main Course",50,80,"Thursday",1,80
3834,2024-04-25,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",1,40
4182,2024-04-25,"Student","Sunny","Tea","Beverages",8,20,"Thursday",2,40
4433,2024-04-25,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Thursday",1,50
6778,2024-04-25,"Student","Rainy","Veg Thali","Main Course",50,80,"Thursday",1,80
6801,2024-04-25,"Student","Sunny","Tea","Beverages",8,20,"Thursday",3,60
6867,2024-04-25,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
7026,2024-04-25,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",3,180
7546,2024-04-25,"Student","Sunny","Sandwich","Snacks",30,60,"Thursday",3,180
8399,2024-04-25,"Student","Cloudy","Veg Thali","Main Course",50,80,"Thursday",1,80
9627,2024-04-25,"Student","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
241,2024-04-26,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",2,120
1817,2024-04-26,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",4,240
1833,2024-04-26,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
2084,2024-04-26,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Friday",1,50
2205,2024-04-26,"Student","Cloudy","Veg Thali","Main Course",50,80,"Friday",1,80
2277,2024-04-26,"Student","Rainy","Tea","Beverages",8,20,"Friday",3,60
2293,2024-04-26,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Friday",1,120
2429,2024-04-26,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Friday",1,120
2467,2024-04-26,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Friday",1,120
3120,2024-04-26,"Student","Sunny","Tea","Beverages",8,20,"Friday",3,60
3659,2024-04-26,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Friday",1,50
3744,2024-04-26,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
3949,2024-04-26,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",3,180
4620,2024-04-26,"Student","Rainy","Tea","Beverages",8,20,"Friday",3,60
5616,2024-04-26,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",3,180
7409,2024-04-26,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
7487,2024-04-26,"Staff","Cloudy","Pasta","Main Course",90,150,"Friday",1,150
7618,2024-04-26,"Student","Sunny","Tea","Beverages",8,20,"Friday",3,60
7845,2024-04-26,"Student","Sunny","Veg Thali","Main Course",50,80,"Friday",1,80
8181,2024-04-26,"Staff","Cloudy","Tea","Beverages",8,20,"Friday",2,40
8876,2024-04-26,"Staff","Rainy","Chicken Biryani","Main Course",70,120,"Friday",1,120
9261,2024-04-26,"Student","Cloudy","Coffee","Beverages",15,40,"Friday",2,80
9572,2024-04-26,"Student","Rainy","Pasta","Main Course",90,150,"Friday",1,150
9876,2024-04-26,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",4,240
5,2024-04-27,"Visitor","Sunny","Veg Thali","Main Course",50,80,"Saturday",1,80
1288,2024-04-27,"Visitor","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
1892,2024-04-27,"Student","Sunny","Coffee","Beverages",15,40,"Saturday",2,80
1931,2024-04-27,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Saturday",1,50
2278,2024-04-27,"Student","Sunny","Coffee","Beverages",15,40,"Saturday",1,40
2390,2024-04-27,"Staff","Sunny","Sandwich","Snacks",30,60,"Saturday",1,60
2438,2024-04-27,"Student","Sunny","Tea","Beverages",8,20,"Saturday",2,40
2543,2024-04-27,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
2715,2024-04-27,"Visitor","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
4298,2024-04-27,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
4445,2024-04-27,"Student","Cloudy","Pasta","Main Course",90,150,"Saturday",1,150
4597,2024-04-27,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",2,120
5188,2024-04-27,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Saturday",1,50
5371,2024-04-27,"Student","Rainy","Veg Thali","Main Course",50,80,"Saturday",1,80
5636,2024-04-27,"Student","Rainy","Pasta","Main Course",90,150,"Saturday",1,150
6342,2024-04-27,"Student","Sunny","Tea","Beverages",8,20,"Saturday",1,20
6362,2024-04-27,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Saturday",1,50
6785,2024-04-27,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
7106,2024-04-27,"Student","Rainy","Veg Thali","Main Course",50,80,"Saturday",1,80
7159,2024-04-27,"Staff","Sunny","Coffee","Beverages",15,40,"Saturday",2,80
7299,2024-04-27,"Student","Sunny","Veg Thali","Main Course",50,80,"Saturday",1,80
7314,2024-04-27,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",3,180
7365,2024-04-27,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
7702,2024-04-27,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
8834,2024-04-27,"Student","Sunny","Tea","Beverages",8,20,"Saturday",1,20
8933,2024-04-27,"Student","Cloudy","Fruit Bowl","Healthy",25,50,"Saturday",1,50
9329,2024-04-27,"Student","Rainy","Sandwich","Snacks",30,60,"Saturday",3,180
9691,2024-04-27,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
390,2024-04-28,"Staff","Rainy","Tea","Beverages",8,20,"Sunday",1,20
469,2024-04-28,"Student","Sunny","Tea","Beverages",8,20,"Sunday",3,60
683,2024-04-28,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Sunday",1,120
933,2024-04-28,"Student","Rainy","Pasta","Main Course",90,150,"Sunday",1,150
2299,2024-04-28,"Student","Sunny","Sandwich","Snacks",30,60,"Sunday",2,120
3696,2024-04-28,"Visitor","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
4118,2024-04-28,"Student","Sunny","Pasta","Main Course",90,150,"Sunday",1,150
4285,2024-04-28,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Sunday",1,120
4522,2024-04-28,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
4537,2024-04-28,"Student","Cloudy","Tea","Beverages",8,20,"Sunday",1,20
4538,2024-04-28,"Student","Cloudy","Coffee","Beverages",15,40,"Sunday",2,80
4706,2024-04-28,"Student","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
5054,2024-04-28,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Sunday",1,50
5469,2024-04-28,"Student","Sunny","Sandwich","Snacks",30,60,"Sunday",3,180
5891,2024-04-28,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Sunday",1,120
6016,2024-04-28,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Sunday",1,120
6387,2024-04-28,"Student","Rainy","Pasta","Main Course",90,150,"Sunday",1,150
6790,2024-04-28,"Student","Cloudy","Tea","Beverages",8,20,"Sunday",3,60
7271,2024-04-28,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Sunday",1,50
7852,2024-04-28,"Student","Cloudy","Pasta","Main Course",90,150,"Sunday",1,150
9271,2024-04-28,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
9880,2024-04-28,"Student","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
398,2024-04-29,"Student","Sunny","Veg Thali","Main Course",50,80,"Monday",1,80
440,2024-04-29,"Student","Sunny","Coffee","Beverages",15,40,"Monday",1,40
634,2024-04-29,"Student","Cloudy","Tea","Beverages",8,20,"Monday",3,60
1316,2024-04-29,"Student","Sunny","Tea","Beverages",8,20,"Monday",1,20
2562,2024-04-29,"Staff","Cloudy","Veg Thali","Main Course",50,80,"Monday",1,80
4105,2024-04-29,"Student","Cloudy","Pasta","Main Course",90,150,"Monday",1,150
4612,2024-04-29,"Student","Sunny","Tea","Beverages",8,20,"Monday",1,20
4989,2024-04-29,"Staff","Cloudy","Sandwich","Snacks",30,60,"Monday",1,60
6428,2024-04-29,"Student","Sunny","Tea","Beverages",8,20,"Monday",1,20
6497,2024-04-29,"Student","Cloudy","Coffee","Beverages",15,40,"Monday",2,80
6716,2024-04-29,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Monday",1,120
6908,2024-04-29,"Staff","Sunny","Tea","Beverages",8,20,"Monday",3,60
7209,2024-04-29,"Student","Rainy","Sandwich","Snacks",30,60,"Monday",3,180
7332,2024-04-29,"Student","Sunny","Coffee","Beverages",15,40,"Monday",3,120
7824,2024-04-29,"Student","Sunny","Pasta","Main Course",90,150,"Monday",1,150
7915,2024-04-29,"Student","Rainy","Coffee","Beverages",15,40,"Monday",1,40
7949,2024-04-29,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Monday",1,120
8480,2024-04-29,"Student","Rainy","Tea","Beverages",8,20,"Monday",2,40
9623,2024-04-29,"Student","Sunny","Tea","Beverages",8,20,"Monday",2,40
9769,2024-04-29,"Staff","Sunny","Sandwich","Snacks",30,60,"Monday",1,60
9845,2024-04-29,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Monday",1,50
82,2024-04-30,"Student","Rainy","Pasta","Main Course",90,150,"Tuesday",1,150
162,2024-04-30,"Staff","Sunny","Tea","Beverages",8,20,"Tuesday",2,40
701,2024-04-30,"Staff","Rainy","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
805,2024-04-30,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
1226,2024-04-30,"Student","Sunny","Tea","Beverages",8,20,"Tuesday",3,60
1630,2024-04-30,"Staff","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
1802,2024-04-30,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
1864,2024-04-30,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
2058,2024-04-30,"Staff","Sunny","Coffee","Beverages",15,40,"Tuesday",3,120
2747,2024-04-30,"Student","Sunny","Pasta","Main Course",90,150,"Tuesday",1,150
3983,2024-04-30,"Student","Sunny","Sandwich","Snacks",30,60,"Tuesday",2,120
5282,2024-04-30,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
5557,2024-04-30,"Student","Cloudy","Pasta","Main Course",90,150,"Tuesday",1,150
5782,2024-04-30,"Visitor","Cloudy","Pasta","Main Course",90,150,"Tuesday",1,150
5783,2024-04-30,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
6201,2024-04-30,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
6218,2024-04-30,"Visitor","Sunny","Chicken Biryani","Main Course",70,120,"Tuesday",1,120
6256,2024-04-30,"Student","Cloudy","Coffee","Beverages",15,40,"Tuesday",2,80
6896,2024-04-30,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
7292,2024-04-30,"Student","Cloudy","Pasta","Main Course",90,150,"Tuesday",1,150
8537,2024-04-30,"Student","Rainy","Pasta","Main Course",90,150,"Tuesday",1,150
8656,2024-04-30,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
8680,2024-04-30,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Tuesday",1,50
8682,2024-04-30,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
8816,2024-04-30,"Student","Cloudy","Pasta","Main Course",90,150,"Tuesday",1,150
9033,2024-04-30,"Student","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
9112,2024-04-30,"Staff","Sunny","Sandwich","Snacks",30,60,"Tuesday",1,60
9877,2024-04-30,"Staff","Sunny","Pasta","Main Course",90,150,"Tuesday",1,150
9925,2024-04-30,"Staff","Sunny","Veg Thali","Main Course",50,80,"Tuesday",1,80
352,2024-05-01,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
576,2024-05-01,"Visitor","Sunny","Sandwich","Snacks",30,60,"Wednesday",1,60
600,2024-05-01,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
1487,2024-05-01,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
1507,2024-05-01,"Staff","Cloudy","Fruit Bowl","Healthy",25,50,"Wednesday",1,50
1734,2024-05-01,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
1806,2024-05-01,"Staff","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
2222,2024-05-01,"Student","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
2247,2024-05-01,"Staff","Rainy","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
2451,2024-05-01,"Staff","Sunny","Tea","Beverages",8,20,"Wednesday",3,60
3030,2024-05-01,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
3047,2024-05-01,"Student","Rainy","Veg Thali","Main Course",50,80,"Wednesday",1,80
3493,2024-05-01,"Student","Cloudy","Tea","Beverages",8,20,"Wednesday",3,60
3818,2024-05-01,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
4152,2024-05-01,"Staff","Rainy","Coffee","Beverages",15,40,"Wednesday",1,40
5216,2024-05-01,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",4,240
5294,2024-05-01,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Wednesday",1,120
5431,2024-05-01,"Student","Sunny","Coffee","Beverages",15,40,"Wednesday",1,40
5617,2024-05-01,"Student","Cloudy","Veg Thali","Main Course",50,80,"Wednesday",1,80
6515,2024-05-01,"Staff","Sunny","Tea","Beverages",8,20,"Wednesday",1,20
6607,2024-05-01,"Student","Cloudy","Veg Thali","Main Course",50,80,"Wednesday",1,80
7697,2024-05-01,"Student","Sunny","Pasta","Main Course",90,150,"Wednesday",1,150
7954,2024-05-01,"Student","Sunny","Coffee","Beverages",15,40,"Wednesday",1,40
8242,2024-05-01,"Student","Sunny","Sandwich","Snacks",30,60,"Wednesday",2,120
8306,2024-05-01,"Student","Sunny","Tea","Beverages",8,20,"Wednesday",2,40
8763,2024-05-01,"Visitor","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
9083,2024-05-01,"Staff","Sunny","Veg Thali","Main Course",50,80,"Wednesday",1,80
9690,2024-05-01,"Student","Cloudy","Sandwich","Snacks",30,60,"Wednesday",2,120
710,2024-05-02,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",1,20
961,2024-05-02,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
1546,2024-05-02,"Staff","Rainy","Coffee","Beverages",15,40,"Thursday",2,80
1616,2024-05-02,"Student","Rainy","Chicken Biryani","Main Course",70,120,"Thursday",1,120
2132,2024-05-02,"Staff","Cloudy","Pasta","Main Course",90,150,"Thursday",1,150
2322,2024-05-02,"Staff","Rainy","Fruit Bowl","Healthy",25,50,"Thursday",1,50
2789,2024-05-02,"Student","Sunny","Tea","Beverages",8,20,"Thursday",3,60
2890,2024-05-02,"Staff","Cloudy","Sandwich","Snacks",30,60,"Thursday",1,60
2937,2024-05-02,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",1,40
3222,2024-05-02,"Student","Sunny","Tea","Beverages",8,20,"Thursday",1,20
3405,2024-05-02,"Student","Rainy","Sandwich","Snacks",30,60,"Thursday",2,120
4231,2024-05-02,"Student","Rainy","Sandwich","Snacks",30,60,"Thursday",3,180
5584,2024-05-02,"Visitor","Sunny","Coffee","Beverages",15,40,"Thursday",3,120
7072,2024-05-02,"Student","Sunny","Tea","Beverages",8,20,"Thursday",1,20
7389,2024-05-02,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
7588,2024-05-02,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",2,80
7591,2024-05-02,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Thursday",1,50
7950,2024-05-02,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Thursday",1,120
8123,2024-05-02,"Student","Sunny","Pasta","Main Course",90,150,"Thursday",1,150
8154,2024-05-02,"Student","Cloudy","Tea","Beverages",8,20,"Thursday",1,20
8442,2024-05-02,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Thursday",1,50
9084,2024-05-02,"Student","Sunny","Coffee","Beverages",15,40,"Thursday",3,120
555,2024-05-03,"Student","Cloudy","Tea","Beverages",8,20,"Friday",3,60
1514,2024-05-03,"Student","Sunny","Coffee","Beverages",15,40,"Friday",3,120
1650,2024-05-03,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
1977,2024-05-03,"Staff","Rainy","Chicken Biryani","Main Course",70,120,"Friday",1,120
2262,2024-05-03,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
3109,2024-05-03,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",3,180
3183,2024-05-03,"Student","Rainy","Sandwich","Snacks",30,60,"Friday",3,180
3279,2024-05-03,"Student","Cloudy","Coffee","Beverages",15,40,"Friday",3,120
3524,2024-05-03,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Friday",1,120
4046,2024-05-03,"Student","Cloudy","Sandwich","Snacks",30,60,"Friday",3,180
4132,2024-05-03,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",2,120
4300,2024-05-03,"Student","Sunny","Pasta","Main Course",90,150,"Friday",1,150
4542,2024-05-03,"Student","Sunny","Sandwich","Snacks",30,60,"Friday",4,240
4698,2024-05-03,"Student","Rainy","Tea","Beverages",8,20,"Friday",1,20
4810,2024-05-03,"Student","Sunny","Coffee","Beverages",15,40,"Friday",2,80
5026,2024-05-03,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
5074,2024-05-03,"Student","Sunny","Coffee","Beverages",15,40,"Friday",2,80
6178,2024-05-03,"Staff","Sunny","Pasta","Main Course",90,150,"Friday",1,150
6253,2024-05-03,"Student","Rainy","Sandwich","Snacks",30,60,"Friday",4,240
6375,2024-05-03,"Staff","Sunny","Coffee","Beverages",15,40,"Friday",2,80
6405,2024-05-03,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
7129,2024-05-03,"Student","Cloudy","Sandwich","Snacks",30,60,"Friday",3,180
8578,2024-05-03,"Student","Sunny","Coffee","Beverages",15,40,"Friday",1,40
8999,2024-05-03,"Staff","Sunny","Tea","Beverages",8,20,"Friday",1,20
9004,2024-05-03,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Friday",1,50
9140,2024-05-03,"Staff","Cloudy","Tea","Beverages",8,20,"Friday",2,40
9401,2024-05-03,"Student","Sunny","Tea","Beverages",8,20,"Friday",2,40
180,2024-05-04,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",4,240
299,2024-05-04,"Student","Rainy","Tea","Beverages",8,20,"Saturday",2,40
1880,2024-05-04,"Visitor","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
2210,2024-05-04,"Student","Sunny","Coffee","Beverages",15,40,"Saturday",3,120
2581,2024-05-04,"Student","Rainy","Pasta","Main Course",90,150,"Saturday",1,150
3044,2024-05-04,"Student","Rainy","Veg Thali","Main Course",50,80,"Saturday",1,80
3142,2024-05-04,"Staff","Rainy","Coffee","Beverages",15,40,"Saturday",2,80
3610,2024-05-04,"Student","Rainy","Coffee","Beverages",15,40,"Saturday",3,120
3751,2024-05-04,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
3920,2024-05-04,"Staff","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
4062,2024-05-04,"Student","Sunny","Tea","Beverages",8,20,"Saturday",3,60
4501,2024-05-04,"Student","Sunny","Veg Thali","Main Course",50,80,"Saturday",1,80
4726,2024-05-04,"Staff","Rainy","Veg Thali","Main Course",50,80,"Saturday",1,80
5180,2024-05-04,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",3,180
5228,2024-05-04,"Student","Rainy","Veg Thali","Main Course",50,80,"Saturday",1,80
5425,2024-05-04,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
5852,2024-05-04,"Student","Rainy","Pasta","Main Course",90,150,"Saturday",1,150
5914,2024-05-04,"Staff","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
6121,2024-05-04,"Student","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
6154,2024-05-04,"Student","Sunny","Sandwich","Snacks",30,60,"Saturday",2,120
6159,2024-05-04,"Student","Sunny","Chicken Biryani","Main Course",70,120,"Saturday",1,120
6634,2024-05-04,"Student","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
7191,2024-05-04,"Student","Rainy","Fruit Bowl","Healthy",25,50,"Saturday",1,50
7350,2024-05-04,"Student","Cloudy","Coffee","Beverages",15,40,"Saturday",3,120
7627,2024-05-04,"Staff","Rainy","Pasta","Main Course",90,150,"Saturday",1,150
7959,2024-05-04,"Student","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
8531,2024-05-04,"Student","Rainy","Coffee","Beverages",15,40,"Saturday",3,120
8652,2024-05-04,"Staff","Sunny","Tea","Beverages",8,20,"Saturday",1,20
9194,2024-05-04,"Student","Sunny","Pasta","Main Course",90,150,"Saturday",1,150
9272,2024-05-04,"Student","Cloudy","Sandwich","Snacks",30,60,"Saturday",2,120
9336,2024-05-04,"Staff","Rainy","Chicken Biryani","Main Course",70,120,"Saturday",1,120
9351,2024-05-04,"Visitor","Sunny","Veg Thali","Main Course",50,80,"Saturday",1,80
9416,2024-05-04,"Student","Cloudy","Tea","Beverages",8,20,"Saturday",3,60
9621,2024-05-04,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Saturday",1,50
862,2024-05-05,"Staff","Cloudy","Fruit Bowl","Healthy",25,50,"Sunday",1,50
1098,2024-05-05,"Student","Sunny","Fruit Bowl","Healthy",25,50,"Sunday",1,50
1400,2024-05-05,"Student","Cloudy","Chicken Biryani","Main Course",70,120,"Sunday",1,120
2083,2024-05-05,"Visitor","Sunny","Chicken Biryani","Main Course",70,120,"Sunday",1,120
2761,2024-05-05,"Student","Rainy","Veg Thali","Main Course",50,80,"Sunday",1,80
2874,2024-05-05,"Staff","Sunny","Tea","Beverages",8,20,"Sunday",3,60
3288,2024-05-05,"Staff","Sunny","Tea","Beverages",8,20,"Sunday",3,60
3321,2024-05-05,"Student","Cloudy","Sandwich","Snacks",30,60,"Sunday",3,180
3466,2024-05-05,"Student","Rainy","Sandwich","Snacks",30,60,"Sunday",4,240
3697,2024-05-05,"Staff","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
4725,2024-05-05,"Student","Cloudy","Veg Thali","Main Course",50,80,"Sunday",1,80
5052,2024-05-05,"Student","Sunny","Veg Thali","Main Course",50,80,"Sunday",1,80
5062,2024-05-05,"Student","Sunny","Pasta","Main Course",90,150,"Sunday",1,150
